lexeme_id,POS,frequency,frequency_Antiquitas,frequency_AetasPatrum,frequency_MediumAeuum,frequency_RecentiorLatinitas
monstro_v,verb,11671,955,5903,4681,132
monstrum_n,noun,3266,1162,832,1152,120
monumentum_n,noun,7409,1166,3042,3112,89
mora_n,noun,13592,3243,4081,5860,408
morbus_n,noun,8944,2679,2661,3136,468
mordeo_v,verb,4384,825,1449,2038,72
morior/-io_v,verb,149538,7921,67386,72836,1395
moror/-o_v,verb,16096,3604,4805,6978,709
mors_n,noun,72801,4890,30058,37075,778
morsus_n,noun,4300,1291,1404,1504,101
moto_v,verb,2342,214,609,1399,120
motus_n,noun,129877,5374,16211,90039,18253
moueo_v,verb,125130,8032,16769,86381,13948
mugio_v,verb,933,179,372,359,23
mulceo_v,verb,3415,2002,703,693,17
mulco_v,verb,388,151,131,95,11
mulgeo_v,verb,2225,1689,353,176,7
mulier_n,noun,44580,2714,17257,24286,323
multiplico_v,verb,18038,386,6293,10694,665
multitudo_n,noun,20855,1897,6752,11813,393
multo_v,verb,42018,5962,13466,21140,1450
multum_n,noun,182513,23966,57254,95538,5755
mundus_n,noun,123297,3176,47710,68832,3579
munero/-or_v,verb,4662,474,2001,2123,64
munimentum_n,noun,1938,543,692,684,19
munio_v,verb,10395,1660,3457,4962,316
munitio_n,noun,2419,583,761,1062,13
munus_n,noun,33785,3771,14741,14244,1029
murmur_n,noun,2215,617,701,870,27
murmuro/-or_v,verb,3689,149,1333,2203,4
murus_n,noun,10114,2190,3612,4227,85
musso/-or_v,verb,169,79,65,24,1
mutatio_n,noun,7019,393,1570,4204,852
mutilo_v,verb,602,82,149,326,45
mutio_v,verb,52,31,13,8,0
muto_v,verb,32674,4650,12225,14236,1563
mutuor/-o_v,verb,5046,425,1209,2663,749
nanciscor_v,verb,1932,612,444,693,183
naris_n,noun,4068,994,1285,1677,112
narro_v,verb,13222,1579,5703,5466,474
nascor/-o_v,verb,98097,13166,43517,39730,1684
nata_n,noun,10068,2033,3603,4161,271
natio_n,noun,7728,910,3758,2516,544
nato_v,verb,5492,1268,1901,2082,241
natura_n,noun,208959,15041,53266,123767,16885
natus_n,noun,28622,3373,13250,11664,335
naufragium_n,noun,3076,466,1560,1006,44
nauigium_n,noun,2608,635,671,1274,28
nauigo_v,verb,4810,1120,2201,1423,66
nauis_n,noun,16750,5085,5885,5428,352
nauo_v,verb,3287,1207,1110,872,98
nauseo_v,verb,209,55,53,92,9
nauta_n,noun,2597,605,918,994,80
necessitas_n,noun,29755,1195,9214,18035,1311
necessitudo_n,noun,1317,416,535,266,100
neco_v,verb,4234,1049,2010,1137,38
necto_v,verb,3703,823,1470,1011,399
negito_v,verb,11,6,2,3,0
neglego_v,verb,15320,2177,8322,4462,359
nego_v,verb,36121,4376,16814,13160,1771
negotior_v,verb,1699,176,670,840,13
negotium_n,noun,19803,2640,8294,8119,750
nemus_n,noun,2784,1329,666,773,16
neo_v,verb,104981,18723,44271,39334,2653
nepos_n,noun,6194,1175,2938,2032,49
nepotor_v,verb,2,1,1,0,0
nequeo_v,verb,5655,520,1692,2498,945
nequitia_n,noun,8519,479,4021,3975,44
neruus_n,noun,3163,1016,834,957,356
nescio_v,verb,41790,2175,20567,18458,590
nex_n,noun,2183,405,981,758,39
nigresco_v,verb,270,93,66,102,9
nigro_v,verb,1978,675,532,747,24
nimbus_n,noun,604,339,181,82,2
ningo_v,verb,17,6,4,6,1
niteo_v,verb,4818,1039,1531,2077,171
nitesco_v,verb,146,34,50,58,4
nitor_v,verb,9521,1620,3405,4083,413
nix_n,noun,3730,759,1291,1567,113
nixor_v,verb,7,6,0,0,1
no_v,verb,5572,1463,1946,2060,103
nobilitas_n,noun,3591,602,929,1939,121
nobilito_v,verb,7747,1218,1974,4303,252
noceo_v,verb,18665,3535,7693,7156,281
nodo_v,verb,246,82,83,80,1
nodus_n,noun,1262,372,442,397,51
nolo_v,verb,44801,2174,21702,20493,432
nomen_n,noun,175506,14318,70587,86768,3833
nomino_v,verb,28807,2634,10870,14596,707
noscito_v,verb,71,54,12,5,0
nosco_v,verb,97475,9587,29228,54694,3966
nota_n,noun,27480,3167,5281,17600,1432
notesco_v,verb,40,18,17,5,0
notitia_n,noun,9812,391,2972,5755,694
noto_v,verb,44886,2479,9121,30420,2866
nouerca_n,noun,1669,918,425,295,31
nouitas_n,noun,3706,267,1279,2034,126
nouo_v,verb,15610,2365,4983,7544,718
nox_n,noun,28477,5010,10314,12967,186
nubes_n,noun,20148,2180,7771,9825,372
nubo_v,verb,15539,2433,7114,5869,123
nudo_v,verb,5898,1182,2460,2138,118
nugor_v,verb,174,47,16,66,45
numen_n,noun,6219,2480,2117,1336,286
numero_v,verb,21938,2551,8535,9800,1052
numerus_n,noun,52737,4426,19309,25664,3338
nummus_n,noun,2981,757,1216,923,85
nuncupo_v,verb,6778,391,3799,2398,190
nuntio_v,verb,12656,2830,5513,4272,41
nuntius_n,noun,6314,1237,1623,3340,114
nupta_n,noun,2539,814,1140,572,13
nuptiae_n,noun,8247,690,4051,3469,37
nurus_n,noun,2418,729,1019,641,29
nuto_v,verb,1657,280,817,540,20
nutrio/-ior_v,verb,9908,572,3606,5541,189
obambulo_v,verb,192,52,40,83,17
obarmo_v,verb,21,10,7,0,4
obdo_v,verb,61,35,16,10,0
obduco_v,verb,1709,393,635,571,110
obduresco_v,verb,98,18,42,33,5
obduro_v,verb,1541,13,763,758,7
obeo_v,verb,6126,654,2104,3248,120
obequito_v,verb,99,40,30,29,0
oberro_v,verb,895,44,431,394,26
obhaereo_v,verb,11,9,2,0,0
obiaceo_v,verb,92,67,22,1,2
obicio_v,verb,48726,2742,5352,33844,6788
obiecto_v,verb,4624,327,464,3348,485
obirascor_v,verb,26,25,1,0,0
obiurgo_v,verb,1668,295,800,542,31
oblatro_v,verb,335,12,150,167,6
oblecto_v,verb,878,105,346,380,47
oblenio_v,verb,1,1,0,0,0
oblido_v,verb,66,21,33,12,0
obligo_v,verb,7884,549,3756,3055,524
oblimo_v,verb,34,8,21,5,0
oblino_v,verb,8770,1478,3776,3412,104
obliquo_v,verb,866,200,184,436,46
oblitesco_v,verb,7,4,0,3,0
oblittero_v,verb,482,169,167,133,13
obliuio_n,noun,2665,233,995,1385,52
obliuiscor_v,verb,13217,1545,5875,5641,156
obloquor_v,verb,431,20,130,262,19
obluctor_v,verb,318,48,151,106,13
obmolior_v,verb,14,14,0,0,0
obmutesco_v,verb,737,64,300,367,6
obnitor_v,verb,852,206,278,348,20
obnubo_v,verb,169,25,75,67,2
oboedio_v,verb,13288,266,6538,6347,137
oborior_v,verb,1539,378,629,507,25
obrepo_v,verb,490,67,291,107,25
obrigesco_v,verb,134,21,41,71,1
obruo_v,verb,3745,1246,1105,1296,98
obsaepio_v,verb,107,66,41,0,0
obscuro_v,verb,5851,561,2186,2850,254
obsecro_v,verb,5205,386,1977,2778,64
obsecundo/-or_v,verb,354,27,202,106,19
obsequium_n,noun,12505,552,4800,6925,228
obsequor_v,verb,3664,388,1462,1653,161
obsero1_v,verb,981,129,366,476,10
obsero2_v,verb,802,238,220,335,9
obseruo_v,verb,24016,1544,8873,11604,1995
obses_n,noun,1789,783,345,624,37
obsideo_v,verb,9310,1895,2301,5004,110
obsidior/-o_v,verb,182,52,54,75,1
obsido_v,verb,3212,795,826,1562,29
obsigno_v,verb,515,263,193,57,2
obsisto_v,verb,2513,458,1023,979,53
obsolefacio_v,verb,37,11,26,0,0
obsolesco_v,verb,540,210,116,95,119
obstipesco_v,verb,119,55,59,5,0
obsto_v,verb,3742,823,604,1553,762
obstrepo_v,verb,618,137,226,227,28
obstrigillo_v,verb,3,3,0,0,0
obstringo_v,verb,1338,245,837,186,70
obstruo_v,verb,1202,149,410,592,51
obstupefacio_v,verb,442,62,190,185,5
obstupefio_v,verb,3,1,2,0,0
obsum_v,verb,1803,233,839,677,54
obtego_v,verb,1217,120,541,523,33
obtempero_v,verb,3216,173,1609,1321,113
obtendo_v,verb,2106,141,653,1184,128
obtero_v,verb,509,173,226,103,7
obtestor_v,verb,575,228,105,221,21
obtineo_v,verb,14361,1110,4401,7765,1085
obtingo_v,verb,135,55,20,35,25
obtorpesco_v,verb,31,10,11,9,1
obtorqueo_v,verb,116,32,41,35,8
obtrecto_v,verb,562,113,318,106,25
obtrunco_v,verb,386,131,121,133,1
obtundo_v,verb,1363,170,362,596,235
obturbo_v,verb,53,24,21,1,7
obturo_v,verb,1094,106,381,496,111
obuenio_v,verb,657,126,310,143,78
obuersor/-o_v,verb,302,139,29,39,95
obuerto_v,verb,422,192,79,35,116
obumbro_v,verb,2394,54,949,1350,41
obuoluo_v,verb,1038,106,349,556,27
occaeco_v,verb,105,59,7,1,38
occallesco_v,verb,16,6,1,7,2
occano_v,verb,2,2,0,0,0
occasio_n,noun,10577,846,3470,5758,503
occasus_n,noun,4188,1023,2015,1066,84
occi'do_v,verb,38415,5250,16139,16412,614
"occi\do""_v",verb,48982,6950,20085,21461,486
occipio_v,verb,212,143,53,13,3
occludo_v,verb,326,72,63,104,87
occo_v,verb,105,85,3,17,0
occubo_v,verb,16,10,4,2,0
occulo_v,verb,40108,2511,16629,20302,666
occulto_v,verb,9494,879,3586,4876,153
occumbo_v,verb,1151,103,356,670,22
occupatio_n,noun,2042,249,635,1060,98
occupo_v,verb,14895,2974,5289,5724,908
occurro_v,verb,16847,1489,5515,8946,897
occurso_v,verb,348,138,62,142,6
oceanus_n,noun,2521,1019,1042,387,73
ocellus_n,noun,224,99,20,103,2
oculus_n,noun,64454,6022,24955,31910,1567
odi_v,verb,17400,1488,6760,8799,353
odium_n,noun,19289,2739,5734,9903,913
odor_n,noun,10550,1010,3287,5958,295
odoro_v,verb,6040,931,1563,3320,226
offendo_v,verb,15516,1713,5877,7711,215
offensio_n,noun,1811,238,873,678,22
offenso_v,verb,747,112,252,377,6
offero_v,verb,44278,1804,16809,25038,627
officio_v,verb,6202,735,2148,3061,258
officium_n,noun,47033,4287,16094,24610,2042
offirmo_v,verb,81,32,36,6,7
offoco_v,verb,38,3,31,4,0
offundo_v,verb,535,131,202,177,25
oleo_v,verb,4069,1027,1233,1731,78
olfacio_v,verb,1088,103,386,523,76
omen_n,noun,1730,963,444,296,27
ominor/-o_v,verb,291,150,77,55,9
omitto_v,verb,12021,2763,3980,4236,1042
onero_v,verb,5763,777,2582,2300,104
onus_n,noun,13825,1426,5528,6585,286
opaco_v,verb,318,107,89,98,24
opera_n,noun,82252,6076,31020,42544,2612
operio_v,verb,17231,1789,7201,8024,217
operor/-o_v,verb,71748,1391,22966,45754,1637
opinio_n,noun,17533,1502,3857,10490,1684
opinor/-o_v,verb,5905,967,2057,2603,278
oportet_v,verb,38530,3187,8582,26070,691
opperior_v,verb,826,397,324,92,13
oppeto_v,verb,182,85,32,53,12
oppidanus_n,noun,754,387,77,290,0
oppidum_n,noun,10422,5741,2224,2353,104
oppignero_v,verb,65,5,28,30,2
oppleo_v,verb,351,109,138,51,53
oppono_v,verb,31589,1462,4424,22697,3006
opprimo_v,verb,11104,2451,3955,4510,188
oppugnatio_n,noun,324,223,65,31,5
oppugno_v,verb,2859,1621,725,448,65
ops_n,noun,11569,3882,3730,3369,588
opto_v,verb,15238,2497,5515,6848,378
opus_n,noun,172712,12844,63532,90838,5498
ora_n,noun,21626,6216,7006,8274,130
oraculum_n,noun,4837,511,2188,1965,173
oratio_n,noun,38505,4577,12377,20769,782
orator_n,noun,4827,2464,1215,884,264
orbis_n,noun,21457,3328,9730,7587,812
orbo_v,verb,6002,1220,2332,2279,171
ordino_v,verb,57462,1438,13031,41109,1884
ordior/-io_v,verb,1763,750,468,497,48
ordo_n,noun,56621,3638,13453,37045,2485
origo_n,noun,9534,941,3742,4349,502
orior_v,verb,48164,6375,18002,21052,2735
ornamentum_n,noun,6948,1175,2536,3122,115
orno_v,verb,18310,2919,5197,9769,425
oro_v,verb,47290,4812,16497,25662,319
ortus_n,noun,15460,3073,5995,5914,478
os1_n,noun,37120,3810,15169,17767,374
os2_n,noun,55589,7993,21000,26130,466
oscito/-or_v,verb,438,90,110,184,54
osculor_v,verb,3486,197,817,2465,7
osculum_n,noun,7050,1138,1760,4124,28
ostendo_v,verb,101865,4104,32967,62364,2430
ostento_v,verb,2343,863,707,644,129
ostium_n,noun,12238,978,4603,6607,50
otium_n,noun,7044,2091,2124,2635,194
ouis_n,noun,22254,1105,9961,10985,203
ouo_v,verb,8214,1237,3138,3759,80
pabulor_v,verb,244,175,6,63,0
pabulum_n,noun,3089,941,1143,956,49
pacifico/-or_v,verb,1943,40,564,1331,8
paciscor/-o_v,verb,23746,2957,8585,8684,3520
paco_v,verb,12349,1208,4270,6613,258
paedico_v,verb,0,0,0,0,0
paelex_n,noun,225,186,39,0,0
paenitentia_n,noun,16034,406,9865,5724,39
paeniteo/-eor_v,verb,15143,832,9509,4787,15
palleo_v,verb,1632,659,545,414,14
pallesco_v,verb,219,55,66,91,7
palma_n,noun,6966,1074,2381,3459,52
palor/-o_v,verb,3905,1079,931,1486,409
palpito_v,verb,604,82,187,333,2
palpo/-or_v,verb,2712,23,1049,1621,19
palus_n,noun,1794,655,516,608,15
pando_v,verb,27813,3958,11090,12464,301
pango_v,verb,296,86,100,92,18
panis_n,noun,40441,695,11782,27641,323
pappo_v,verb,8,3,1,2,2
parens_n,noun,21932,3401,8915,9267,349
parento_v,verb,4221,690,1798,1662,71
pareo_v,verb,64102,10790,25703,26476,1133
paries_n,noun,6967,946,2753,3143,125
pario_v,verb,90083,13268,26787,43430,6598
paro_v,verb,39312,6937,13858,17730,787
parricida_n,noun,1449,548,676,222,3
pars_n,noun,159027,18396,41947,84832,13852
partio/-ior_v,verb,8410,1547,2184,3748,931
parturio_v,verb,4301,139,1677,2473,12
partus_n,noun,11761,2203,5425,4008,125
pasco/-or_v,verb,15385,1455,6428,7224,278
passum_n,noun,6773,1068,2591,3033,81
passus_n,noun,30042,2998,12205,14598,241
pastor_n,noun,16029,733,6054,8860,382
patefacio_v,verb,4643,935,2124,1472,112
patefio_v,verb,137,24,55,50,8
pateo_v,verb,30443,2249,4766,21621,1807
pater_n,noun,188341,13606,77951,95331,1453
patesco_v,verb,1298,165,564,538,31
patientia_n,noun,21067,879,8453,11539,196
patior/-io_v,verb,84853,8522,30314,44097,1920
patria_n,noun,28773,6208,9340,12796,429
patrimonium_n,noun,3969,622,2449,792,106
patro_v,verb,29878,2763,12958,13830,327
patrocinor_v,verb,542,16,195,319,12
patruus_n,noun,1920,416,887,612,5
pauci_n,noun,15963,2882,5087,7352,642
paucitas_n,noun,866,147,266,432,21
pauefacio_v,verb,155,37,45,73,0
paueo_v,verb,3958,883,1150,1914,11
pauesco_v,verb,954,89,386,476,3
pauio_v,verb,489,67,185,235,2
pauito_v,verb,253,58,82,106,7
pauor_n,noun,2092,548,827,708,9
paupertas_n,noun,6084,446,1291,4263,84
pax_n,noun,33335,2521,12331,17895,588
pecco_v,verb,536156,2442,189711,340112,3891
pecto_v,verb,291,96,84,102,9
pectus_n,noun,16558,4851,5723,5808,176
pecunia_n,noun,27085,6190,11993,8483,419
pecus1_n,noun,4338,1284,1893,1099,62
pecus2_n,noun,8551,1651,4436,2424,40
peiero_v,verb,440,45,224,163,8
pelagus_n,noun,1876,656,673,529,18
pellicio_v,verb,266,30,115,111,10
pellis_n,noun,4629,603,1586,2391,49
pello_v,verb,9948,3009,3346,3327,266
penates_n,noun,1203,771,208,220,4
pendeo_v,verb,11576,1756,4584,4393,843
pendo_v,verb,14739,2464,5674,5623,978
penetro_v,verb,6249,531,2210,3003,505
penna_n,noun,3894,440,1540,1875,39
pensito_v,verb,273,62,109,17,85
penso_v,verb,5543,298,2300,2911,34
peraequo_v,verb,91,33,57,1,0
peragito_v,verb,23,23,0,0,0
perago_v,verb,15955,1912,4578,8846,619
peragro_v,verb,1496,267,562,641,26
perambulo_v,verb,1138,29,471,618,20
perarmo_v,verb,9,2,5,2,0
peraro_v,verb,27,13,6,8,0
perbibo_v,verb,36,21,12,3,0
percalesco_v,verb,4,4,0,0,0
percello_v,verb,2361,794,816,694,57
percenseo_v,verb,139,69,44,22,4
percido_v,verb,34,33,1,0,0
percieo_v,verb,507,206,227,54,20
percipio_v,verb,21529,1097,7484,10809,2139
percolo1_v,verb,152,46,62,43,1
percolo2_v,verb,64,52,4,1,7
percontor/-o_v,verb,1037,409,402,202,24
percoquo_v,verb,141,106,23,12,0
percrebresco_v,verb,45,24,5,16,0
percuro_v,verb,42,42,0,0,0
percurro_v,verb,2770,276,1061,963,470
percurso_v,verb,89,16,23,12,38
percutio_v,verb,22460,1913,9303,10927,317
perdepso_v,verb,1,1,0,0,0
perdisco_v,verb,283,123,68,55,37
perditus_n,noun,1822,336,606,869,11
perdo_v,verb,29064,3245,13210,12304,305
perdoceo_v,verb,411,29,198,180,4
perdomo_v,verb,501,241,180,80,0
perduco_v,verb,10096,1243,4104,4558,191
perduro_v,verb,1564,23,732,780,29
pere'do_v,verb,78,37,24,17,0
"pere\do""_v",verb,9,6,2,1,0
peregrinor_v,verb,3914,144,1668,2000,102
pereo_v,verb,17806,2165,8702,6658,281
perequito_v,verb,10,10,0,0,0
pererro_v,verb,448,165,137,130,16
perfero_v,verb,7749,1496,3347,2815,91
perficio_v,verb,121264,4021,35223,78385,3635
perfidia_n,noun,6591,557,3880,2109,45
perflo_v,verb,465,70,132,263,0
perfluo_v,verb,73,27,9,22,15
perfodio_v,verb,842,272,213,345,12
perforo_v,verb,1757,263,397,1037,60
perfrico_v,verb,234,222,8,4,0
perfrigesco_v,verb,45,18,7,0,20
perfringo_v,verb,414,242,97,65,10
perfruor_v,verb,1912,66,894,907,45
perfugio_v,verb,200,170,22,7,1
perfundo_v,verb,4933,783,1371,2608,171
perfungor_v,verb,638,168,342,99,29
pergo_v,verb,8874,775,3886,3767,446
perhibeo_v,verb,7015,143,2963,3845,64
perhorresco_v,verb,524,57,236,221,10
periclitor_v,verb,3252,414,1483,1315,40
periculum_n,noun,29930,5829,9887,13375,839
perimo_v,verb,5462,542,2382,2507,31
perlabor_v,verb,97,49,18,17,13
perlego_v,verb,1368,216,371,707,74
perluceo_v,verb,215,93,91,31,0
perluo_v,verb,89,57,10,22,0
perlustro_v,verb,914,80,164,591,79
permadesco_v,verb,17,14,3,0,0
permaneo_v,verb,20073,476,7770,11417,410
permano_v,verb,2345,153,995,1137,60
permaturesco_v,verb,9,5,0,4,0
permeo_v,verb,362,43,134,67,118
permetior_v,verb,255,105,70,80,0
permisceo_v,verb,5138,1277,2109,1681,71
permitto_v,verb,21144,2348,8919,9343,534
permoueo_v,verb,1746,374,732,566,74
permulceo_v,verb,359,163,93,97,6
permunio_v,verb,49,47,1,1,0
permuto_v,verb,2073,408,698,752,215
pernego_v,verb,117,51,32,7,27
pernicies_n,noun,1976,450,931,545,50
pernocto_v,verb,783,56,163,564,0
pernosco_v,verb,148,34,23,61,30
pernotesco_v,verb,4,4,0,0,0
pernumero_v,verb,19,15,4,0,0
perorno_v,verb,296,2,15,279,0
peroro_v,verb,1052,337,316,389,10
perpello_v,verb,98,66,23,9,0
perpendo_v,verb,4727,120,1166,2988,453
perpetior_v,verb,3777,464,1979,1298,36
perpetro_v,verb,6663,255,2912,3420,76
perpopulor_v,verb,24,24,0,0,0
perpoto_v,verb,24,18,3,1,2
perprimo_v,verb,14,14,0,0,0
perpurgo_v,verb,76,30,25,14,7
perquiro_v,verb,2199,66,1036,1013,84
perrepo_v,verb,10,7,1,2,0
perrogo_v,verb,45,11,34,0,0
perrumpo_v,verb,617,299,207,94,17
persaluto_v,verb,9,7,0,2,0
persano_v,verb,47,30,0,0,17
perscribo_v,verb,1081,568,319,160,34
perscrutor/-o_v,verb,3348,39,1592,1634,83
persedeo_v,verb,24,22,0,2,0
persentio_v,verb,530,5,122,362,41
persequor_v,verb,21620,1642,10605,9174,199
perseuero_v,verb,16675,588,6096,9602,389
persido_v,verb,258,54,105,97,2
persisto_v,verb,2551,0,836,1664,51
persoluo_v,verb,3393,337,1143,1822,91
persona_n,noun,81396,1758,24442,53406,1790
persono_v,verb,16407,412,5564,10165,266
perspecto_v,verb,264,60,85,72,47
perspergo_v,verb,28,27,0,1,0
perspicio_v,verb,6262,1082,2519,1832,829
perstimulo_v,verb,2,2,0,0,0
persto_v,verb,941,144,289,483,25
perstrepo_v,verb,695,18,270,403,4
perstringo_v,verb,1611,131,724,677,79
persuadeo_v,verb,9152,1245,3425,3597,885
persulto_v,verb,145,44,54,46,1
pertaedeo_v,verb,247,106,32,92,17
pertego_v,verb,16,8,8,0,0
pertempto_v,verb,270,72,96,102,0
perterreo_v,verb,2500,699,767,1014,20
pertimeo_v,verb,191,91,34,66,0
pertimesco_v,verb,1876,347,863,658,8
pertineo_v,verb,43185,2323,13148,26167,1547
pertingo_v,verb,3819,23,680,2940,176
pertracto_v,verb,2985,141,1122,1601,121
pertraho_v,verb,1402,67,541,760,34
pertundo_v,verb,538,148,145,244,1
perturbo_v,verb,4272,773,1645,1652,202
peruado_v,verb,878,97,351,367,63
peruagor/-o_v,verb,652,233,224,174,21
peruasto_v,verb,85,79,6,0,0
perueho_v,verb,289,108,137,44,0
peruello_v,verb,33,25,6,2,0
peruenio_v,verb,33381,3137,13878,15719,647
peruerto_v,verb,20602,370,9096,10772,364
peruideo_v,verb,1105,88,563,325,129
peruigeo_v,verb,8,0,7,1,0
peruigilo_v,verb,377,72,144,159,2
peruinco_v,verb,68,49,17,2,0
perunguo_v,verb,814,415,165,230,4
peruolito_v,verb,77,42,20,14,1
peruolo_v,verb,369,39,102,224,4
peruoluo_v,verb,30,6,21,2,1
peruro_v,verb,655,266,221,162,6
peruulgo_v,verb,440,156,122,83,79
pes_n,noun,47485,6054,17615,23252,564
pestis_n,noun,3370,772,917,1610,71
peto_v,verb,48941,10115,18977,18675,1174
petra_n,noun,11810,286,5944,5532,48
phalanx_n,noun,380,144,56,176,4
pharetra_n,noun,1011,335,376,299,1
philosophia_n,noun,14600,1656,2619,7125,3200
philosophor_v,verb,2034,124,424,940,546
philosophus_n,noun,20293,1364,3374,14014,1541
pico_v,verb,506,335,50,114,7
pietas_n,noun,17925,1154,6750,9633,388
piget_v,verb,900,245,370,278,7
pignero_v,verb,447,41,305,101,0
pignus_n,noun,7752,888,4698,2089,77
pilum_n,noun,2468,1056,543,767,102
pingo_v,verb,8877,2606,2736,2787,748
pinguesco_v,verb,358,85,135,124,14
pinso_v,verb,83,27,25,27,4
pinus1_n,noun,367,182,114,67,4
pinus2_n,noun,1250,708,340,189,13
pio_v,verb,4371,352,1541,2405,73
pipio_v,verb,7,1,6,0,0
piscis_n,noun,10787,1636,3812,5061,278
piscor_v,verb,1605,170,609,792,34
placeo_v,verb,37287,3309,13814,19005,1159
placo_v,verb,10264,1846,3630,4524,264
plaga_n,noun,11438,1213,4949,5142,134
plango_v,verb,7535,292,2828,4372,43
planities_n,noun,1009,230,313,418,48
plaudo_v,verb,1973,543,778,595,57
plebes_n,noun,5639,1467,2540,1581,51
plecto1_v,verb,2065,45,1144,859,17
plecto2_v,verb,2180,66,1174,915,25
plico_v,verb,336,22,60,236,18
ploro_v,verb,4779,332,1537,2823,87
pluo_v,verb,2182,94,1052,1012,24
poculum_n,noun,5018,943,2242,1789,44
poena_n,noun,54875,4515,19569,29647,1144
poeta_n,noun,8348,2317,2733,2662,636
polio_v,verb,2454,524,690,1039,201
polleo_v,verb,3873,534,1414,1772,153
polliceor/-eo_v,verb,5815,1207,2752,1756,100
pollicitor_v,verb,71,26,9,26,10
pollingo_v,verb,36,16,18,2,0
polluo/-or_v,verb,9364,453,4687,4179,45
polus_n,noun,2629,536,634,973,486
pomum_n,noun,5509,969,1719,2741,80
pondero_v,verb,2098,243,593,915,347
pondus_n,noun,14995,2380,5519,5955,1141
pono_v,verb,173601,12325,58666,96287,6323
pons_n,noun,2218,777,567,859,15
pontifex_n,noun,11923,823,2723,7969,408
pontus_n,noun,3598,1773,1165,640,20
populor/-o_v,verb,16498,2546,6208,7430,314
populus_n,noun,105240,13624,45427,44348,1841
porrigo_v,verb,6436,1155,2640,2533,108
porta_n,noun,19526,2384,8824,8199,119
portendo_v,verb,4471,1029,1751,1569,122
porto_v,verb,26453,1689,10387,14284,93
portus_n,noun,6769,3009,1786,1935,39
posco_v,verb,7411,1481,3654,2115,161
possessio_n,noun,13067,778,6717,5434,138
possideo_v,verb,24797,1325,12168,10799,505
possido_v,verb,21309,1207,10234,9424,444
possum_v,verb,412886,30900,128762,232845,20379
posteri_n,noun,3319,436,1298,1478,107
postfero_v,verb,61,42,13,6,0
posthabeo_v,verb,906,62,281,446,117
postis_n,noun,1495,397,492,599,7
postpono_v,verb,4207,62,1235,2821,89
postscribo_v,verb,6,1,0,5,0
postulo_v,verb,15930,2433,6681,6111,705
potentia_n,noun,77657,1324,9415,63027,3891
potestas_n,noun,48909,2635,18705,26383,1186
potior_v,verb,3962,959,1203,1690,110
poto_v,verb,25733,5602,8518,11178,435
praeacuo_v,verb,198,102,48,48,0
praebeo_v,verb,14722,1995,6484,5596,647
praecaueo_v,verb,1871,124,610,1093,44
praecedo_v,verb,30718,594,10253,17973,1898
praecello_v,verb,1530,128,518,794,90
praeceptor_n,noun,2676,400,957,1209,110
praeceptum_n,noun,51133,2076,22134,25816,1107
praecerpo_v,verb,79,36,39,2,2
praecido_v,verb,4529,767,1833,1529,400
praecingo_v,verb,1921,172,843,899,7
praecino_v,verb,450,25,241,180,4
praecipio_v,verb,123165,5821,54628,60068,2648
praecipito_v,verb,3882,863,1716,1214,89
praecludo_v,verb,671,223,212,224,12
praecogito_v,verb,82,11,14,57,0
praecolo_v,verb,43,17,14,12,0
praecurro_v,verb,1760,122,559,1066,13
praecutio_v,verb,1,1,0,0,0
praeda_n,noun,7265,3270,2452,1447,96
praedico1_v,verb,64269,631,24216,36326,3096
praedico2_v,verb,79159,1619,17591,58994,955
praedisco_v,verb,45,15,6,21,3
praedoceo_v,verb,92,6,40,46,0
praedomo_v,verb,7,7,0,0,0
praedor/-o_v,verb,2742,1220,941,560,21
praeduco_v,verb,52,26,16,10,0
praeeo_v,verb,1740,147,617,931,45
praefectus_n,noun,5089,936,3778,329,46
praefero_v,verb,22763,1228,5657,15231,647
praefestino_v,verb,24,21,2,0,1
praeficio_v,verb,14074,2446,10382,1067,179
praefigo_v,verb,1751,216,422,1048,65
praefinio_v,verb,1860,121,969,718,52
praefluo_v,verb,80,73,4,3,0
praefor_v,verb,7105,125,1894,4756,330
praefringo_v,verb,140,71,53,6,10
praefulgeo_v,verb,506,71,174,247,14
praegestio_v,verb,6,5,0,1,0
praegrauo_v,verb,1000,54,562,366,18
praegredior_v,verb,363,177,170,6,10
praegusto_v,verb,525,25,111,371,18
praeiaceo_v,verb,808,28,21,759,0
praelabor_v,verb,27,16,7,4,0
praelego_v,verb,217,4,207,4,2
praeluceo_v,verb,193,24,112,23,34
praemeditor_v,verb,388,51,136,177,24
praemetuo_v,verb,43,21,22,0,0
praemineo_v,verb,401,8,256,137,0
praemitto_v,verb,26982,891,4015,21144,932
praemium_n,noun,21908,2802,9191,9507,408
praemoneo_v,verb,947,94,449,363,41
praemordeo_v,verb,15,14,0,1,0
praemorior_v,verb,334,27,95,212,0
praemunio_v,verb,563,46,93,414,10
praenato_v,verb,21,13,8,0,0
praenauigo_v,verb,35,35,0,0,0
praeniteo_v,verb,114,32,77,5,0
praenosco_v,verb,814,50,279,462,23
praenuntio_v,verb,4034,49,2095,1869,21
praeobturo_v,verb,6,6,0,0,0
praeoccupo_v,verb,1439,127,618,629,65
praeopto_v,verb,383,41,73,260,9
praeparo_v,verb,16096,1372,6571,7838,315
praepedio_v,verb,997,56,413,502,26
praependeo_v,verb,49,36,1,12,0
