lexeme,PoSTag:features,form,form_IPA,freqTFTL,freqAntiquitas,freqAetasPatrum,freqMediumAeuum,freqRecentiorLatinitas
nupta,NOUN:Nom+Sing,nūpta,nuːpta,528,159,241,125,3
nupta,NOUN:Gen+Sing,nūptae,nuːptaj,162,64,68,29,1
nupta,NOUN:Dat+Sing,nūptae,nuːptaj,162,64,68,29,1
nupta,NOUN:Acc+Sing,nūptam,nuːptam,136,46,64,26,0
nupta,NOUN:Voc+Sing,nūpta,nuːpta,528,159,241,125,3
nupta,NOUN:Abl+Sing,nūptā,nuːptaː,528,159,241,125,3
nupta,NOUN:Nom+Plur,nūptae,nuːptaj,162,64,68,29,1
nupta,NOUN:Gen+Plur,nūptārum,nuːptaːrum,26,6,17,3,0
nupta,NOUN:Dat+Plur,nūptīs,nuːptiːs,55,8,25,22,0
nupta,NOUN:Acc+Plur,nūptās,nuːptaːs,35,13,14,8,0
nupta,NOUN:Voc+Plur,nūptae,nuːptaj,162,64,68,29,1
nupta,NOUN:Abl+Plur,nūptīs,nuːptiːs,55,8,25,22,0
nuptiae,NOUN:Nom+Sing,#DEF#,#DEF#,0,0,0,0,0
nuptiae,NOUN:Gen+Sing,#DEF#,#DEF#,0,0,0,0,0
nuptiae,NOUN:Dat+Sing,#DEF#,#DEF#,0,0,0,0,0
nuptiae,NOUN:Acc+Sing,#DEF#,#DEF#,0,0,0,0,0
nuptiae,NOUN:Voc+Sing,#DEF#,#DEF#,0,0,0,0,0
nuptiae,NOUN:Abl+Sing,#DEF#,#DEF#,0,0,0,0,0
nuptiae,NOUN:Nom+Plur,nūptiae,nuːptiaj,831,61,440,326,4
nuptiae,NOUN:Gen+Plur,nūptiārum,nuːptiaːrum,1190,65,597,523,5
nuptiae,NOUN:Dat+Plur,nūptiīs,nuːptiiːs,1384,138,590,650,6
nuptiae,NOUN:Acc+Plur,nūptiās,nuːptiaːs,2627,227,1394,994,12
nuptiae,NOUN:Voc+Plur,nūptiae,nuːptiaj,831,61,440,326,4
nuptiae,NOUN:Abl+Plur,nūptiīs,nuːptiiːs,1384,138,590,650,6
nurus,NOUN:Nom+Sing,nurus,nurus,339,109,140,86,4
nurus,NOUN:Gen+Sing,nurūs,nuruːs,339,109,140,86,4
nurus,NOUN:Dat+Sing,nuruī,nuruiː,34,4,19,11,0
nurus,NOUN:Acc+Sing,nurum,nurum,190,39,90,58,3
nurus,NOUN:Voc+Sing,nurus,nurus,339,109,140,86,4
nurus,NOUN:Abl+Sing,nurū,nuruː,105,7,46,50,2
nurus,NOUN:Nom+Plur,nurūs,nuruːs,339,109,140,86,4
nurus,NOUN:Gen+Plur,nuruum,nuruum,1,1,0,0,0
nurus,NOUN:Dat+Plur,nuribus,nuribus,27,12,12,3,0
nurus,NOUN:Acc+Plur,nurūs,nuruːs,339,109,140,86,4
nurus,NOUN:Voc+Plur,nurūs,nuruːs,339,109,140,86,4
nurus,NOUN:Abl+Plur,nuribus,nuribus,27,12,12,3,0
obliuio,NOUN:Nom+Sing,oblīuio,obliːwio,525,64,209,246,6
obliuio,NOUN:Gen+Sing,oblīuiōnis,obliːwioːnis,206,12,75,115,4
obliuio,NOUN:Dat+Sing,oblīuiōnī,obliːwioːniː,374,8,93,262,11
obliuio,NOUN:Acc+Sing,oblīuiōnem,obliːwioːnem,539,43,213,270,13
obliuio,NOUN:Voc+Sing,oblīuio,obliːwio,525,64,209,246,6
obliuio,NOUN:Abl+Sing,oblīuiōne,obliːwioːne,462,33,180,242,7
obliuio,NOUN:Nom+Plur,oblīuiōnēs,obliːwioːneːs,9,3,5,0,1
obliuio,NOUN:Gen+Plur,oblīuiōnum,obliːwioːnum,1,0,1,0,0
obliuio,NOUN:Dat+Plur,oblīuiōnibus,obliːwioːnibus,3,0,0,2,1
obliuio,NOUN:Acc+Plur,oblīuiōnēs,obliːwioːneːs,9,3,5,0,1
obliuio,NOUN:Voc+Plur,oblīuiōnēs,obliːwioːneːs,9,3,5,0,1
obliuio,NOUN:Abl+Plur,oblīuiōnibus,obliːwioːnibus,3,0,0,2,1
obsequium,NOUN:Nom+Sing,obsequium,opsekwium,2194,101,804,1242,47
obsequium,NOUN:Gen+Sing,obsequiī,opsekwiiː,281,14,91,158,18
obsequium,NOUN:Dat+Sing,obsequiō,opsekwioː,1140,77,373,668,22
obsequium,NOUN:Acc+Sing,obsequium,opsekwium,2194,101,804,1242,47
obsequium,NOUN:Voc+Sing,obsequium,opsekwium,2194,101,804,1242,47
obsequium,NOUN:Abl+Sing,obsequiō,opsekwioː,1140,77,373,668,22
obsequium,NOUN:Nom+Plur,obsequia,opsekwia,593,21,296,271,5
obsequium,NOUN:Gen+Plur,obsequiōrum,opsekwioːrum,65,0,31,34,0
obsequium,NOUN:Dat+Plur,obsequiīs,opsekwiiːs,759,9,316,429,5
obsequium,NOUN:Acc+Plur,obsequia,opsekwia,593,21,296,271,5
obsequium,NOUN:Voc+Plur,obsequia,opsekwia,593,21,296,271,5
obsequium,NOUN:Abl+Plur,obsequiīs,opsekwiiːs,759,9,316,429,5
obses,NOUN:Nom+Sing,obses,opses,71,20,23,24,4
obses,NOUN:Gen+Sing,obsidis,opsidis,11,4,5,2,0
obses,NOUN:Dat+Sing,obsidī,opsidiː,2,1,0,0,1
obses,NOUN:Acc+Sing,obsidem,opsidem,84,18,25,39,2
obses,NOUN:Voc+Sing,obses,opses,71,20,23,24,4
obses,NOUN:Abl+Sing,obside,opside,38,6,15,17,0
obses,NOUN:Nom+Plur,obsidēs,opsideːs,362,181,62,113,6
obses,NOUN:Gen+Plur,obsidum,opsidum,42,25,6,11,0
obses,NOUN:Dat+Plur,obsidibus,opsidibus,192,73,31,84,4
obses,NOUN:Acc+Plur,obsidēs,opsideːs,362,181,62,113,6
obses,NOUN:Voc+Plur,obsidēs,opsideːs,362,181,62,113,6
obses,NOUN:Abl+Plur,obsidibus,opsidibus,192,73,31,84,4
occasio,NOUN:Nom+Sing,occāsio,okkaːsio,1854,170,553,1055,76
occasio,NOUN:Gen+Sing,occāsiōnis,okkaːsioːnis,118,10,43,64,1
occasio,NOUN:Dat+Sing,occāsiōnī,okkaːsioːniː,23,10,6,6,1
occasio,NOUN:Acc+Sing,occāsiōnem,okkaːsioːnem,2418,246,876,1206,90
occasio,NOUN:Voc+Sing,occāsio,okkaːsio,1854,170,553,1055,76
occasio,NOUN:Abl+Sing,occāsiōne,okkaːsioːne,2363,108,807,1348,100
occasio,NOUN:Nom+Plur,occāsiōnēs,okkaːsioːneːs,524,38,166,290,30
occasio,NOUN:Gen+Plur,occāsiōnum,okkaːsioːnum,29,2,4,18,5
occasio,NOUN:Dat+Plur,occāsiōnibus,okkaːsioːnibus,173,8,65,68,32
occasio,NOUN:Acc+Plur,occāsiōnēs,okkaːsioːneːs,524,38,166,290,30
occasio,NOUN:Voc+Plur,occāsiōnēs,okkaːsioːneːs,524,38,166,290,30
occasio,NOUN:Abl+Plur,occāsiōnibus,okkaːsioːnibus,173,8,65,68,32
occasus,NOUN:Nom+Sing,occāsus,okkaːsus,350,112,160,74,4
occasus,NOUN:Gen+Sing,occāsūs,okkaːsuːs,350,112,160,74,4
occasus,NOUN:Dat+Sing,occāsuī,okkaːsuiː,13,0,10,3,0
occasus,NOUN:Acc+Sing,occāsum,okkaːsum,1294,203,601,455,35
occasus,NOUN:Voc+Sing,occāsus,okkaːsus,350,112,160,74,4
occasus,NOUN:Abl+Sing,occāsū,okkaːsuː,752,138,436,154,24
occasus,NOUN:Nom+Plur,occāsūs,okkaːsuːs,350,112,160,74,4
occasus,NOUN:Gen+Plur,occāsuum,okkaːsuum,3,0,2,0,1
occasus,NOUN:Dat+Plur,occāsibus,okkaːsibus,13,5,3,5,0
occasus,NOUN:Acc+Plur,occāsūs,okkaːsuːs,350,112,160,74,4
occasus,NOUN:Voc+Plur,occāsūs,okkaːsuːs,350,112,160,74,4
occasus,NOUN:Abl+Plur,occāsibus,okkaːsibus,13,5,3,5,0
occupatio,NOUN:Nom+Sing,occupātio,okkupaːtio,177,18,40,109,10
occupatio,NOUN:Gen+Sing,occupātiōnis,okkupaːtioːnis,59,4,17,36,2
occupatio,NOUN:Dat+Sing,occupātiōnī,okkupaːtioːniː,10,1,6,3,0
occupatio,NOUN:Acc+Sing,occupātiōnem,okkupaːtioːnem,132,8,23,85,16
occupatio,NOUN:Voc+Sing,occupātio,okkupaːtio,177,18,40,109,10
occupatio,NOUN:Abl+Sing,occupātiōne,okkupaːtioːne,175,18,54,95,8
occupatio,NOUN:Nom+Plur,occupātiōnēs,okkupaːtioːneːs,219,30,82,98,9
occupatio,NOUN:Gen+Plur,occupātiōnum,okkupaːtioːnum,69,6,19,41,3
occupatio,NOUN:Dat+Plur,occupātiōnibus,okkupaːtioːnibus,293,43,95,144,11
occupatio,NOUN:Acc+Plur,occupātiōnēs,okkupaːtioːneːs,219,30,82,98,9
occupatio,NOUN:Voc+Plur,occupātiōnēs,okkupaːtioːneːs,219,30,82,98,9
occupatio,NOUN:Abl+Plur,occupātiōnibus,okkupaːtioːnibus,293,43,95,144,11
oceanus,NOUN:Nom+Sing,ōceanus,oːkeanus,219,111,83,17,8
oceanus,NOUN:Gen+Sing,ōceanī,oːkeaniː,399,133,185,70,11
oceanus,NOUN:Dat+Sing,ōceanō,oːkeanoː,335,168,116,40,11
oceanus,NOUN:Acc+Sing,ōceanum,oːkeanum,427,173,165,79,10
oceanus,NOUN:Voc+Sing,ōceane,oːkeane,4,0,3,1,0
oceanus,NOUN:Abl+Sing,ōceanō,oːkeanoː,335,168,116,40,11
oceanus,NOUN:Nom+Plur,ōceanī,oːkeaniː,399,133,185,70,11
oceanus,NOUN:Gen+Plur,ōceanōrum,oːkeanoːrum,0,0,0,0,0
oceanus,NOUN:Dat+Plur,ōceanīs,oːkeaniːs,1,0,1,0,0
oceanus,NOUN:Acc+Plur,ōceanōs,oːkeanoːs,2,0,2,0,0
oceanus,NOUN:Voc+Plur,ōceanī,oːkeaniː,399,133,185,70,11
oceanus,NOUN:Abl+Plur,ōceanīs,oːkeaniːs,1,0,1,0,0
ocellus,NOUN:Nom+Sing,ocellus,okellus,17,4,1,11,1
ocellus,NOUN:Gen+Sing,ocellī,okelliː,14,6,3,5,0
ocellus,NOUN:Dat+Sing,ocellō,okelloː,12,2,1,9,0
ocellus,NOUN:Acc+Sing,ocellum,okellum,5,1,1,3,0
ocellus,NOUN:Voc+Sing,ocelle,okelle,3,3,0,0,0
ocellus,NOUN:Abl+Sing,ocellō,okelloː,12,2,1,9,0
ocellus,NOUN:Nom+Plur,ocellī,okelliː,14,6,3,5,0
ocellus,NOUN:Gen+Plur,ocellōrum,okelloːrum,1,0,0,1,0
ocellus,NOUN:Dat+Plur,ocellīs,okelliːs,46,21,3,22,0
ocellus,NOUN:Acc+Plur,ocellōs,okelloːs,40,27,1,11,1
ocellus,NOUN:Voc+Plur,ocellī,okelliː,14,6,3,5,0
ocellus,NOUN:Abl+Plur,ocellīs,okelliːs,46,21,3,22,0
oculus,NOUN:Nom+Sing,oculus,okulus,3639,57,1250,2256,76
oculus,NOUN:Gen+Sing,oculī,okuliː,5767,427,2351,2856,133
oculus,NOUN:Dat+Sing,oculō,okuloː,2151,95,582,1384,90
oculus,NOUN:Acc+Sing,oculum,okulum,1874,74,625,1079,96
oculus,NOUN:Voc+Sing,ocule,okule,3,3,0,0,0
oculus,NOUN:Abl+Sing,oculō,okuloː,2151,95,582,1384,90
oculus,NOUN:Nom+Plur,oculī,okuliː,5767,427,2351,2856,133
oculus,NOUN:Gen+Plur,oculōrum,okuloːrum,2889,465,975,1399,50
oculus,NOUN:Dat+Plur,oculīs,okuliːs,11739,1309,4550,5610,270
oculus,NOUN:Acc+Plur,oculōs,okuloːs,10968,1334,4788,4620,226
oculus,NOUN:Voc+Plur,oculī,okuliː,5767,427,2351,2856,133
oculus,NOUN:Abl+Plur,oculīs,okuliːs,11739,1309,4550,5610,270
odium,NOUN:Nom+Sing,odium,odium,2951,440,721,1646,144
odium,NOUN:Gen+Sing,odiī,odiiː,640,56,150,391,43
odium,NOUN:Dat+Sing,odiō,odioː,3809,428,1208,1977,196
odium,NOUN:Acc+Sing,odium,odium,2951,440,721,1646,144
odium,NOUN:Voc+Sing,odium,odium,2951,440,721,1646,144
odium,NOUN:Abl+Sing,odiō,odioː,3809,428,1208,1977,196
odium,NOUN:Nom+Plur,odia,odia,488,119,227,130,12
odium,NOUN:Gen+Plur,odiōrum,odioːrum,148,14,84,50,0
odium,NOUN:Dat+Plur,odiīs,odiiːs,283,68,120,90,5
odium,NOUN:Acc+Plur,odia,odia,488,119,227,130,12
odium,NOUN:Voc+Plur,odia,odia,488,119,227,130,12
odium,NOUN:Abl+Plur,odiīs,odiiːs,283,68,120,90,5
odor,NOUN:Nom+Sing,odor,odor,2163,120,731,1272,40
odor,NOUN:Gen+Sing,odōris,odoːris,799,110,242,433,14
odor,NOUN:Dat+Sing,odōrī,odoːriː,22,5,6,10,1
odor,NOUN:Acc+Sing,odōrem,odoːrem,2205,110,678,1385,32
odor,NOUN:Voc+Sing,odor,odor,2163,120,731,1272,40
odor,NOUN:Abl+Sing,odōre,odoːre,1356,235,294,810,17
odor,NOUN:Nom+Plur,odōrēs,odoːreːs,369,64,111,159,35
odor,NOUN:Gen+Plur,odōrum,odoːrum,135,24,34,55,22
odor,NOUN:Dat+Plur,odōribus,odoːribus,300,47,119,122,12
odor,NOUN:Acc+Plur,odōrēs,odoːreːs,369,64,111,159,35
odor,NOUN:Voc+Plur,odōrēs,odoːreːs,369,64,111,159,35
odor,NOUN:Abl+Plur,odōribus,odoːribus,300,47,119,122,12
offensio,NOUN:Nom+Sing,offēnsio,offeːnsio,167,21,80,65,1
offensio,NOUN:Gen+Sing,offēnsiōnis,offeːnsioːnis,382,17,202,162,1
offensio,NOUN:Dat+Sing,offēnsiōnī,offeːnsioːniː,19,2,12,5,0
offensio,NOUN:Acc+Sing,offēnsiōnem,offeːnsioːnem,255,37,119,96,3
offensio,NOUN:Voc+Sing,offēnsio,offeːnsio,167,21,80,65,1
offensio,NOUN:Abl+Sing,offēnsiōne,offeːnsioːne,379,39,189,147,4
offensio,NOUN:Nom+Plur,offēnsiōnēs,offeːnsioːneːs,83,24,33,22,4
offensio,NOUN:Gen+Plur,offēnsiōnum,offeːnsioːnum,39,7,20,12,0
offensio,NOUN:Dat+Plur,offēnsiōnibus,offeːnsioːnibus,77,11,36,30,0
offensio,NOUN:Acc+Plur,offēnsiōnēs,offeːnsioːneːs,83,24,33,22,4
offensio,NOUN:Voc+Plur,offēnsiōnēs,offeːnsioːneːs,83,24,33,22,4
offensio,NOUN:Abl+Plur,offēnsiōnibus,offeːnsioːnibus,77,11,36,30,0
officium,NOUN:Nom+Sing,officium,offikium,7206,554,2282,4093,277
officium,NOUN:Gen+Sing,officiī,offikiiː,2047,173,720,1065,89
officium,NOUN:Dat+Sing,officiō,offikioː,5462,496,1882,2897,187
officium,NOUN:Acc+Sing,officium,offikium,7206,554,2282,4093,277
officium,NOUN:Voc+Sing,officium,offikium,7206,554,2282,4093,277
officium,NOUN:Abl+Sing,officiō,offikioː,5462,496,1882,2897,187
officium,NOUN:Nom+Plur,officia,offikia,2591,274,993,1152,172
officium,NOUN:Gen+Plur,officiōrum,offikioːrum,707,102,323,240,42
officium,NOUN:Dat+Plur,officiīs,offikiiːs,1982,268,731,888,95
officium,NOUN:Acc+Plur,officia,offikia,2591,274,993,1152,172
officium,NOUN:Voc+Plur,officia,offikia,2591,274,993,1152,172
officium,NOUN:Abl+Plur,officiīs,offikiiːs,1982,268,731,888,95
omen,NOUN:Nom+Sing,ōmen,oːmen,290,172,64,51,3
omen,NOUN:Gen+Sing,ōminis,oːminis,73,28,18,21,6
omen,NOUN:Dat+Sing,ōminī,oːminiː,5,3,2,0,0
omen,NOUN:Acc+Sing,ōmen,oːmen,290,172,64,51,3
omen,NOUN:Voc+Sing,ōmen,oːmen,290,172,64,51,3
omen,NOUN:Abl+Sing,ōmine,oːmine,164,68,26,68,2
omen,NOUN:Nom+Plur,ōmina,oːmina,154,85,53,14,2
omen,NOUN:Gen+Plur,ōminum,oːminum,18,9,5,4,0
omen,NOUN:Dat+Plur,ōminibus,oːminibus,69,42,21,4,2
omen,NOUN:Acc+Plur,ōmina,oːmina,154,85,53,14,2
omen,NOUN:Voc+Plur,ōmina,oːmina,154,85,53,14,2
omen,NOUN:Abl+Plur,ōminibus,oːminibus,69,42,21,4,2
onus,NOUN:Nom+Sing,onus,onus,2386,256,837,1242,51
onus,NOUN:Gen+Sing,oneris,oneris,372,75,131,155,11
onus,NOUN:Dat+Sing,onerī,oneriː,419,71,161,181,6
onus,NOUN:Acc+Sing,onus,onus,2386,256,837,1242,51
onus,NOUN:Voc+Sing,onus,onus,2386,256,837,1242,51
onus,NOUN:Abl+Sing,onere,onere,886,92,355,426,13
onus,NOUN:Nom+Plur,onera,onera,1388,114,649,601,24
onus,NOUN:Gen+Plur,onerum,onerum,44,14,17,12,1
onus,NOUN:Dat+Plur,oneribus,oneribus,391,32,203,141,15
onus,NOUN:Acc+Plur,onera,onera,1388,114,649,601,24
onus,NOUN:Voc+Plur,onera,onera,1388,114,649,601,24
onus,NOUN:Abl+Plur,oneribus,oneribus,391,32,203,141,15
opera,NOUN:Nom+Sing,opera,opera,20449,1051,7599,11231,568
opera,NOUN:Gen+Sing,operae,operaj,645,245,189,121,90
opera,NOUN:Dat+Sing,operae,operaj,645,245,189,121,90
opera,NOUN:Acc+Sing,operam,operam,2715,741,792,954,228
opera,NOUN:Voc+Sing,opera,opera,20449,1051,7599,11231,568
opera,NOUN:Abl+Sing,operā,operaː,20449,1051,7599,11231,568
opera,NOUN:Nom+Plur,operae,operaj,645,245,189,121,90
opera,NOUN:Gen+Plur,operārum,operaːrum,121,34,82,2,3
opera,NOUN:Dat+Plur,operīs,operiːs,7556,550,3168,3689,149
opera,NOUN:Acc+Plur,operās,operaːs,377,68,257,33,19
opera,NOUN:Voc+Plur,operae,operaj,645,245,189,121,90
opera,NOUN:Abl+Plur,operīs,operiːs,7556,550,3168,3689,149
opinio,NOUN:Nom+Sing,opīnio,opiːnio,3023,263,539,2001,220
opinio,NOUN:Gen+Sing,opīniōnis,opiːnioːnis,843,58,275,471,39
opinio,NOUN:Dat+Sing,opīniōnī,opiːnioːniː,331,28,109,159,35
opinio,NOUN:Acc+Sing,opīniōnem,opiːnioːnem,3375,253,657,2316,149
opinio,NOUN:Voc+Sing,opīnio,opiːnio,3023,263,539,2001,220
opinio,NOUN:Abl+Sing,opīniōne,opiːnioːne,1575,259,518,665,133
opinio,NOUN:Nom+Plur,opīniōnēs,opiːnioːneːs,1334,82,252,793,207
opinio,NOUN:Gen+Plur,opīniōnum,opiːnioːnum,269,20,86,106,57
opinio,NOUN:Dat+Plur,opīniōnibus,opiːnioːnibus,546,56,189,196,105
opinio,NOUN:Acc+Plur,opīniōnēs,opiːnioːneːs,1334,82,252,793,207
opinio,NOUN:Voc+Plur,opīniōnēs,opiːnioːneːs,1334,82,252,793,207
opinio,NOUN:Abl+Plur,opīniōnibus,opiːnioːnibus,546,56,189,196,105
oppidanus,NOUN:Nom+Sing,oppidānus,oppidaːnus,4,0,1,3,0
oppidanus,NOUN:Gen+Sing,oppidānī,oppidaːniː,139,70,13,56,0
oppidanus,NOUN:Dat+Sing,oppidānō,oppidaːnoː,7,3,1,3,0
oppidanus,NOUN:Acc+Sing,oppidānum,oppidaːnum,5,2,0,3,0
oppidanus,NOUN:Voc+Sing,oppidāne,oppidaːne,0,0,0,0,0
oppidanus,NOUN:Abl+Sing,oppidānō,oppidaːnoː,7,3,1,3,0
oppidanus,NOUN:Nom+Plur,oppidānī,oppidaːniː,139,70,13,56,0
oppidanus,NOUN:Gen+Plur,oppidānōrum,oppidaːnoːrum,74,46,1,27,0
oppidanus,NOUN:Dat+Plur,oppidānīs,oppidaːniːs,91,43,15,33,0
oppidanus,NOUN:Acc+Plur,oppidānōs,oppidaːnoːs,58,37,4,17,0
oppidanus,NOUN:Voc+Plur,oppidānī,oppidaːniː,139,70,13,56,0
oppidanus,NOUN:Abl+Plur,oppidānīs,oppidaːniːs,91,43,15,33,0
oppidum,NOUN:Nom+Sing,oppidum,oppidum,1717,979,368,365,5
oppidum,NOUN:Gen+Sing,oppidī,oppidiː,270,141,43,84,2
oppidum,NOUN:Dat+Sing,oppidō,oppidoː,1041,503,218,297,23
oppidum,NOUN:Acc+Sing,oppidum,oppidum,1717,979,368,365,5
oppidum,NOUN:Voc+Sing,oppidum,oppidum,1717,979,368,365,5
oppidum,NOUN:Abl+Sing,oppidō,oppidoː,1041,503,218,297,23
oppidum,NOUN:Nom+Plur,oppida,oppida,783,454,174,144,11
oppidum,NOUN:Gen+Plur,oppidōrum,oppidoːrum,96,47,23,22,4
oppidum,NOUN:Dat+Plur,oppidīs,oppidiːs,237,124,48,63,2
oppidum,NOUN:Acc+Plur,oppida,oppida,783,454,174,144,11
oppidum,NOUN:Voc+Plur,oppida,oppida,783,454,174,144,11
oppidum,NOUN:Abl+Plur,oppidīs,oppidiːs,237,124,48,63,2
oppugnatio,NOUN:Nom+Sing,oppugnātio,oppuɡnaːtio,43,33,8,2,0
oppugnatio,NOUN:Gen+Sing,oppugnātiōnis,oppuɡnaːtioːnis,23,14,1,8,0
oppugnatio,NOUN:Dat+Sing,oppugnātiōnī,oppuɡnaːtioːniː,5,2,3,0,0
oppugnatio,NOUN:Acc+Sing,oppugnātiōnem,oppuɡnaːtioːnem,59,47,6,6,0
oppugnatio,NOUN:Voc+Sing,oppugnātio,oppuɡnaːtio,43,33,8,2,0
oppugnatio,NOUN:Abl+Sing,oppugnātiōne,oppuɡnaːtioːne,102,61,29,10,2
oppugnatio,NOUN:Nom+Plur,oppugnātiōnēs,oppuɡnaːtioːneːs,9,5,2,1,1
oppugnatio,NOUN:Gen+Plur,oppugnātiōnum,oppuɡnaːtioːnum,4,2,2,0,0
oppugnatio,NOUN:Dat+Plur,oppugnātiōnibus,oppuɡnaːtioːnibus,9,8,1,0,0
oppugnatio,NOUN:Acc+Plur,oppugnātiōnēs,oppuɡnaːtioːneːs,9,5,2,1,1
oppugnatio,NOUN:Voc+Plur,oppugnātiōnēs,oppuɡnaːtioːneːs,9,5,2,1,1
oppugnatio,NOUN:Abl+Plur,oppugnātiōnibus,oppuɡnaːtioːnibus,9,8,1,0,0
ops,NOUN:Nom+Sing,ops,ops,30,13,10,7,0
ops,NOUN:Gen+Sing,opis,opis,240,84,78,67,11
ops,NOUN:Dat+Sing,opī,opiː,17,7,4,6,0
ops,NOUN:Acc+Sing,opem,opem,1351,425,403,480,43
ops,NOUN:Voc+Sing,ops,ops,30,13,10,7,0
ops,NOUN:Abl+Sing,ope,ope,1031,212,240,309,270
ops,NOUN:Nom+Plur,opēs,opeːs,1967,744,634,528,61
ops,NOUN:Gen+Plur,opum,opum,381,78,121,161,21
ops,NOUN:Dat+Plur,opibus,opibus,1294,409,481,374,30
ops,NOUN:Acc+Plur,opēs,opeːs,1967,744,634,528,61
ops,NOUN:Voc+Plur,opēs,opeːs,1967,744,634,528,61
ops,NOUN:Abl+Plur,opibus,opibus,1294,409,481,374,30
opus,NOUN:Nom+Sing,opus,opus,21621,2435,7437,10754,995
opus,NOUN:Gen+Sing,operis,operis,7556,550,3168,3689,149
opus,NOUN:Dat+Sing,operī,operiː,1433,155,532,703,43
opus,NOUN:Acc+Sing,opus,opus,21621,2435,7437,10754,995
opus,NOUN:Voc+Sing,opus,opus,21621,2435,7437,10754,995
opus,NOUN:Abl+Sing,opere,opere,10193,805,3613,5609,166
opus,NOUN:Nom+Plur,opera,opera,20449,1051,7599,11231,568
opus,NOUN:Gen+Plur,operum,operum,4974,240,1913,2716,105
opus,NOUN:Dat+Plur,operibus,operibus,11173,318,4599,6083,173
opus,NOUN:Acc+Plur,opera,opera,20449,1051,7599,11231,568
opus,NOUN:Voc+Plur,opera,opera,20449,1051,7599,11231,568
opus,NOUN:Abl+Plur,operibus,operibus,11173,318,4599,6083,173
ora,NOUN:Nom+Sing,ōra,oːra,4137,1446,1279,1394,18
ora,NOUN:Gen+Sing,ōrae,oːraj,136,107,22,4,3
ora,NOUN:Dat+Sing,ōrae,oːraj,136,107,22,4,3
ora,NOUN:Acc+Sing,ōram,oːram,464,185,136,140,3
ora,NOUN:Voc+Sing,ōra,oːra,4137,1446,1279,1394,18
ora,NOUN:Abl+Sing,ōrā,oːraː,4137,1446,1279,1394,18
ora,NOUN:Nom+Plur,ōrae,oːraj,136,107,22,4,3
ora,NOUN:Gen+Plur,ōrārum,oːraːrum,11,2,4,5,0
ora,NOUN:Dat+Plur,ōrīs,oːriːs,3830,527,1367,1910,26
ora,NOUN:Acc+Plur,ōrās,oːraːs,536,209,207,111,9
ora,NOUN:Voc+Plur,ōrae,oːraj,136,107,22,4,3
ora,NOUN:Abl+Plur,ōrīs,oːriːs,3830,527,1367,1910,26
oraculum,NOUN:Nom+Sing,ōrāculum,oːraːkulum,611,56,257,273,25
oraculum,NOUN:Gen+Sing,ōrāculī,oːraːkuliː,273,22,122,122,7
oraculum,NOUN:Dat+Sing,ōrāculō,oːraːkuloː,453,53,186,207,7
oraculum,NOUN:Acc+Sing,ōrāculum,oːraːkulum,611,56,257,273,25
oraculum,NOUN:Voc+Sing,ōrāculum,oːraːkulum,611,56,257,273,25
oraculum,NOUN:Abl+Sing,ōrāculō,oːraːkuloː,453,53,186,207,7
oraculum,NOUN:Nom+Plur,ōrācula,oːraːkula,427,56,200,152,19
oraculum,NOUN:Gen+Plur,ōrāculōrum,oːraːkuloːrum,36,9,15,8,4
oraculum,NOUN:Dat+Plur,ōrāculīs,oːraːkuliːs,254,19,154,73,8
oraculum,NOUN:Acc+Plur,ōrācula,oːraːkula,427,56,200,152,19
oraculum,NOUN:Voc+Plur,ōrācula,oːraːkula,427,56,200,152,19
oraculum,NOUN:Abl+Plur,ōrāculīs,oːraːkuliːs,254,19,154,73,8
oratio,NOUN:Nom+Sing,ōrātio,oːraːtio,5971,939,1867,3051,114
oratio,NOUN:Gen+Sing,ōrātiōnis,oːraːtioːnis,4604,587,1460,2476,81
oratio,NOUN:Dat+Sing,ōrātiōnī,oːraːtioːniː,888,103,255,510,20
oratio,NOUN:Acc+Sing,ōrātiōnem,oːraːtioːnem,3719,484,1250,1880,105
oratio,NOUN:Voc+Sing,ōrātio,oːraːtio,5971,939,1867,3051,114
oratio,NOUN:Abl+Sing,ōrātiōne,oːraːtioːne,4820,790,1517,2392,121
oratio,NOUN:Nom+Plur,ōrātiōnēs,oːraːtioːneːs,2178,158,618,1357,45
oratio,NOUN:Gen+Plur,ōrātiōnum,oːraːtioːnum,838,23,301,492,22
oratio,NOUN:Dat+Plur,ōrātiōnibus,oːraːtioːnibus,2580,119,1003,1423,35
oratio,NOUN:Acc+Plur,ōrātiōnēs,oːraːtioːneːs,2178,158,618,1357,45
oratio,NOUN:Voc+Plur,ōrātiōnēs,oːraːtioːneːs,2178,158,618,1357,45
oratio,NOUN:Abl+Plur,ōrātiōnibus,oːraːtioːnibus,2580,119,1003,1423,35
orator,NOUN:Nom+Sing,ōrātor,oːraːtor,792,390,203,172,27
orator,NOUN:Gen+Sing,ōrātōris,oːraːtoːris,380,232,84,47,17
orator,NOUN:Dat+Sing,ōrātōrī,oːraːtoːriː,178,131,23,13,11
orator,NOUN:Acc+Sing,ōrātōrem,oːraːtoːrem,315,199,48,48,20
orator,NOUN:Voc+Sing,ōrātor,oːraːtor,792,390,203,172,27
orator,NOUN:Abl+Sing,ōrātōre,oːraːtoːre,217,144,48,18,7
orator,NOUN:Nom+Plur,ōrātōrēs,oːraːtoːreːs,510,217,148,106,39
